id,name,state,abbrev,first_date,last_date,days,hours,hours_2014-01,hours_2014-02,hours_2014-03,hours_2014-04,hours_2014-05,hours_2014-06,hours_2014-07,hours_2014-08,hours_2014-09,hours_2014-10,hours_2014-11,hours_2014-12,hours_2015-01,hours_2015-02,hours_2015-03,hours_2015-04,hours_2015-05,hours_2015-06,hours_2015-07,hours_2015-08,hours_2015-09,hours_2015-10,hours_2015-11,hours_2015-12,hours_2016-01,hours_2016-02,hours_2016-03,hours_2016-04,hours_2016-05,hours_2016-06,hours_2016-07,hours_2016-08,hours_2016-09,hours_2016-10,hours_2016-11,hours_2016-12,hours_2017-01,hours_2017-02,hours_2017-03,hours_2017-04,hours_2017-05,hours_2017-06,hours_2017-07,hours_2017-08,hours_2017-09,hours_2017-10,hours_2017-11,hours_2017-12,hours_2018-01,hours_2018-02,hours_2018-03,hours_2018-04,hours_2018-05,hours_2018-06,hours_2018-07,hours_2018-08,hours_2018-09,hours_2018-10,hours_2018-11,hours_2018-12,hours_2019-01,hours_2019-02,hours_2019-03,hours_2019-04,hours_2019-05,hours_2019-06,hours_2019-07,hours_2019-08,hours_2019-09,hours_2019-10,hours_2019-11,hours_2019-12,hours_2020-01,hours_2020-02,hours_2020-03,hours_2020-04,hours_2020-05,hours_2020-06,hours_2020-07,hours_2020-08,hours_2020-09,hours_2020-10,hours_2020-11,hours_2020-12
20175,Seward,Kansas,KS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28141,Tishomingo,Mississippi,MS,2019-06-30,2019-06-30,1.0,2.2815277777777765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765,2.2815277777777765
36101,Steuben,New York,NY,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50013,Grand Isle,Vermont,VT,2018-03-31,2018-03-31,1.0,2.611805555555617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617,2.611805555555617
05065,Izard,Arkansas,AR,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17123,Marshall,Illinois,IL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19011,Benton,Iowa,IA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27161,Waseca,Minnesota,MN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39109,Miami,Ohio,OH,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46073,Jerauld,South Dakota,SD,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48173,Glasscock,Texas,TX,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51079,Greene,Virginia,VA,2020-07-05,2020-07-05,1.0,1.0449999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0449999999999997,1.0449999999999997,1.0449999999999997,1.0449999999999997,1.0449999999999997
72087,Loíza,Puerto Rico,PR,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72105,Naranjito,Puerto Rico,PR,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08089,Otero,Colorado,CO,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48111,Dallam,Texas,TX,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40073,Kingfisher,Oklahoma,OK,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05135,Sharp,Arkansas,AR,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20189,Stevens,Kansas,KS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26101,Manistee,Michigan,MI,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39135,Preble,Ohio,OH,2014-09-14,2016-12-04,2.0,0.45805555555555566,,,,,,,,,,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.2465277777777778,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566,0.45805555555555566
21105,Hickman,Kentucky,KY,2019-05-23,2019-05-23,1.0,0.07069444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445,0.07069444444444445
06115,Yuba,California,CA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26161,Washtenaw,Michigan,MI,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18139,Rush,Indiana,IN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26119,Montmorency,Michigan,MI,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40109,Oklahoma,Oklahoma,OK,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42025,Carbon,Pennsylvania,PA,2014-06-15,2018-11-11,10.0,14.39555555555514,,,,,,,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,12.594722222222222,13.088750000000005,13.088750000000005,13.088750000000005,13.088750000000005,13.088750000000005,13.088750000000005,13.088750000000005,13.088750000000005,13.212222222222225,13.480138888888495,13.480138888888495,14.091805555555153,14.091805555555153,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514,14.39555555555514
48361,Orange,Texas,TX,2020-02-21,2020-02-26,2.0,0.6711111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6711111111111111,0.6711111111111111,0.6711111111111111,0.6711111111111111,0.6711111111111111,0.6711111111111111,0.6711111111111111,0.6711111111111111,0.6711111111111111,0.6711111111111111
51685,Manassas Park,Virginia,VA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55035,Eau Claire,Wisconsin,WI,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18161,Union,Indiana,IN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28117,Prentiss,Mississippi,MS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39101,Marion,Ohio,OH,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13233,Polk,Georgia,GA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20075,Hamilton,Kansas,KS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31045,Dawes,Nebraska,NE,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38075,Renville,North Dakota,ND,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51101,King William,Virginia,VA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13283,Treutlen,Georgia,GA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19175,Union,Iowa,IA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28029,Copiah,Mississippi,MS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31115,Loup,Nebraska,NE,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38031,Foster,North Dakota,ND,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47003,Bedford,Tennessee,TN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48145,Falls,Texas,TX,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48437,Swisher,Texas,TX,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55135,Waupaca,Wisconsin,WI,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72033,Cataño,Puerto Rico,PR,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20195,Trego,Kansas,KS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28131,Stone,Mississippi,MS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38047,Logan,North Dakota,ND,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48305,Lynn,Texas,TX,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093,Hardin,Kentucky,KY,2019-05-23,2019-05-23,1.0,0.41333333333333344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344,0.41333333333333344
26027,Cass,Michigan,MI,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29011,Barton,Missouri,MO,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31157,Scotts Bluff,Nebraska,NE,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51109,Louisa,Virginia,VA,2020-07-06,2020-07-06,1.0,0.6108333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6108333333333333,0.6108333333333333,0.6108333333333333,0.6108333333333333,0.6108333333333333
13201,Miller,Georgia,GA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17035,Cumberland,Illinois,IL,2014-09-14,2014-09-14,1.0,0.3401388888888889,,,,,,,,,,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889,0.3401388888888889
18137,Ripley,Indiana,IN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21009,Barren,Kentucky,KY,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28085,Lincoln,Mississippi,MS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47119,Maury,Tennessee,TN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,Franklin,Texas,TX,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21117,Kenton,Kentucky,KY,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17041,Douglas,Illinois,IL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48367,Parker,Texas,TX,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27133,Rock,Minnesota,MN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04019,Pima,Arizona,AZ,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26031,Cheboygan,Michigan,MI,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35015,Eddy,New Mexico,NM,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12031,Duval,Florida,FL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18097,Marion,Indiana,IN,2014-09-14,2019-05-05,8.0,88.54708333333338,,,,,,,,,,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,0.4030555555555556,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,40.71763888888889,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338,88.54708333333338
18011,Boone,Indiana,IN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21121,Knox,Kentucky,KY,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17105,Livingston,Illinois,IL,2015-07-01,2015-07-01,1.0,0.41763888888888884,,,,,,,,,,,,,,,,,,,,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884,0.41763888888888884
45041,Florence,South Carolina,SC,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39175,Wyandot,Ohio,OH,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72035,Cayey,Puerto Rico,PR,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20193,Thomas,Kansas,KS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72049,Culebra,Puerto Rico,PR,2017-03-17,2017-03-17,1.0,2.9004166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666,2.9004166666666666
18115,Ohio,Indiana,IN,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37149,Polk,North Carolina,NC,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
